날짜,시간,지역,연료원,전력거래량(MWh),기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),일사(MJ/m2),적설(cm),전운량(10분위),PM10 평균,PM2.5 평균
2020-01-22,18,광주시,태양광,0.060782,5.8,1.8,1.7,98,0,0.07,,10,18,15
2020-01-22,19,광주시,태양광,0.19424,6.1,,1.7,98,,,,10,16.8,13.9
2020-01-23,7,광주시,태양광,0,6.6,,0.7,99,,,,10,15.8,10.1
2020-01-23,8,광주시,태양광,0.008736,6.5,,0.9,99,0,0.06,,10,11.3,11.3
2020-01-23,9,광주시,태양광,1.087651,5.9,0,0.7,98,0,0.17,,10,15.4,15.3
2020-01-23,10,광주시,태양광,5.551844,6.6,,0.9,98,0,0.38,,9,21.3,18.4
2020-01-23,11,광주시,태양광,9.457325,6.7,,0.6,97,0,0.44,,10,21.6,14.9
2020-01-23,12,광주시,태양광,12.11342,8.3,,0.7,95,0,0.69,,9,23.4,12.4
2020-01-23,13,광주시,태양광,25.747193,10.2,,0.4,83,0.7,1.58,,7,20.1,14.2
2020-01-23,14,광주시,태양광,22.014329,10.8,,0.9,80,0.2,1.06,,7,14.1,10
2020-01-23,15,광주시,태양광,18.739182,11.5,,0.7,73,0.5,1.25,,8,12.1,7.9
2020-01-23,16,광주시,태양광,13.231488,11.7,,2.2,72,0.4,0.75,,6,8.9,6.1
2020-01-23,17,광주시,태양광,5.441216,10.1,,4,72,0.1,0.44,,8,12,7.3
2020-01-23,18,광주시,태양광,2.229318,8.3,,2.1,80,0,0.14,,8,15.3,10.2
2020-01-23,19,광주시,태양광,1.82506,8.5,,1.6,62,,,,10,23.6,17.4
2020-01-24,7,광주시,태양광,0,2.5,,1.7,79,,,,2,68.3,50.1
2020-01-24,8,광주시,태양광,0.049989,2.9,,2.5,78,0,0.06,,2,70.9,53.4
2020-01-24,9,광주시,태양광,3.846256,4.3,,1,70,0.6,0.39,,0,70.9,53.9
2020-01-24,10,광주시,태양광,14.448083,5.7,,1.8,63,1,1.02,,0,74.9,58.2
2020-01-24,11,광주시,태양광,24.384907,8.2,,2.6,50,1,1.64,,0,77.9,60.3
2020-01-24,12,광주시,태양광,30.760556,10.1,,2,39,1,2.06,,0,76.8,59
2020-01-24,13,광주시,태양광,33.348176,11.2,,1.2,41,1,2.22,,0,71,54.8
2020-01-24,14,광주시,태양광,31.673808,12.5,,1.1,36,1,2.03,,4,66.2,49.8
2020-01-24,15,광주시,태양광,18.537432,12.1,,1,36,0.9,1.19,,7,53.3,40.9
2020-01-24,16,광주시,태양광,16.430499,12.3,,1.2,33,1,1.12,,7,50.4,37.4
2020-01-24,17,광주시,태양광,5.678893,10.7,,0.9,40,0.2,0.44,,8,45.9,34.3
2020-01-24,18,광주시,태양광,2.157044,9.8,,0.9,42,0,0.13,,8,43.6,32.7
2020-01-24,19,광주시,태양광,2.4084,8.7,,1.3,46,,,,7,47,37.4
2020-01-25,7,광주시,태양광,0,4.1,,0.8,80,,,,10,57.1,48.7
2020-01-25,8,광주시,태양광,0.017674,4.6,,0.1,81,0,0.07,,9,54.9,42.1
2020-01-25,9,광주시,태양광,1.732267,5.2,,0.3,80,0,0.23,,10,56.2,47.4
2020-01-25,10,광주시,태양광,5.353084,6.5,,0.2,75,0,0.47,,10,56.4,47
2020-01-25,11,광주시,태양광,8.890126,7.6,,0.9,71,0,0.74,,10,56,47.3
2020-01-25,12,광주시,태양광,12.541515,9.3,,0.4,65,0,1,,10,53.8,44.2
2020-01-25,13,광주시,태양광,11.208645,9.9,,0.6,63,0,0.91,,10,44.3,35.9
2020-01-25,14,광주시,태양광,8.687705,10.4,,0.1,62,0,0.72,,10,40.4,30.6
2020-01-25,15,광주시,태양광,6.844577,10.7,,0.8,59,0,0.56,,10,34.4,23.3
2020-01-25,16,광주시,태양광,5.130732,10.6,,0.3,58,0,0.45,,10,31,20.1
2020-01-25,17,광주시,태양광,2.659884,10.2,,0.7,62,0,0.26,,10,28.2,19.1
2020-01-25,18,광주시,태양광,1.595383,10,,0.3,62,0,0.1,,10,29.8,18.7
2020-01-25,19,광주시,태양광,1.11898,9.4,,0.7,66,,,,10,35.6,23.8
2020-01-26,7,광주시,태양광,0,4.5,,0.5,94,,,,9,45.6,30.8
2020-01-26,8,광주시,태양광,0.030338,3.9,,0.5,95,0,0.06,,9,46.2,38.2
2020-01-26,9,광주시,태양광,3.126226,5.1,,0.6,90,0.2,0.34,,8,45.2,37.4
2020-01-26,10,광주시,태양광,11.830841,7.7,,1.4,73,0.8,0.96,,8,48.7,40.2
2020-01-26,11,광주시,태양광,17.828598,9.1,,1.8,63,1,1.31,,8,51.6,44.7
2020-01-26,12,광주시,태양광,15.828986,9.5,,1,60,0.2,1.17,,9,47.8,38.3
2020-01-26,13,광주시,태양광,17.078179,10.5,,1,58,0,1.29,,9,37.4,30
2020-01-26,14,광주시,태양광,15.052425,11.1,,0.6,54,0,1.12,,10,33.8,24.7
2020-01-26,15,광주시,태양광,10.163278,11.4,,2.6,51,0,0.74,,10,29.3,21.4
2020-01-26,16,광주시,태양광,7.616312,11.5,,4,49,0,0.6,,10,26.1,17.9
2020-01-26,17,광주시,태양광,3.559711,10.8,,3.5,51,0,0.32,,10,21.3,14.2
2020-01-26,18,광주시,태양광,1.630034,10.4,,2.9,52,0,0.1,,10,18,10.8
2020-01-26,19,광주시,태양광,1.58596,9.8,,3.2,55,,,,10,16,9.3
2020-01-27,7,광주시,태양광,0,6.3,,1.6,94,,,,10,2.8,1.3
2020-01-27,8,광주시,태양광,0.000344,6.5,,1.7,96,0,0.06,,10,2.3,0.8
2020-01-27,9,광주시,태양광,0.41794,6.7,1,1.9,96,0,0.12,,10,2.4,0.6
2020-01-27,10,광주시,태양광,1.49713,7.2,,2.5,94,0,0.19,,10,3,1
2020-01-27,11,광주시,태양광,2.013854,7.3,,1.6,94,0,0.23,,10,3.3,0.8
2020-01-27,12,광주시,태양광,2.360322,7,1.9,2.1,95,0,0.27,,10,4.2,2
2020-01-27,13,광주시,태양광,2.172619,6.5,,2.7,94,0,0.24,,10,4.2,2.3
2020-01-27,14,광주시,태양광,3.344674,6.4,,2.9,95,0,0.36,,10,2.9,1.1
2020-01-27,15,광주시,태양광,3.112892,6.5,3.8,2.9,95,0,0.35,,10,2.8,0.9
2020-01-27,16,광주시,태양광,1.866811,6.2,,3.3,95,0,0.23,,10,3.9,1
2020-01-27,17,광주시,태양광,1.215419,5.9,,0.4,96,0,0.14,,10,3.9,2.1
2020-01-27,18,광주시,태양광,0.238468,5.6,4,0.5,96,0,0.08,,10,3.3,1.1
2020-01-27,19,광주시,태양광,0.25264,4.9,,1,96,,,,10,6.2,1.3
2020-01-28,7,광주시,태양광,0,3.9,,0.3,96,,,,8,7.8,5.8
2020-01-28,8,광주시,태양광,0.021466,4.4,,0.2,95,0,0.07,,8,9.7,5.3
2020-01-28,9,광주시,태양광,2.594147,4.9,,0,94,0,0.26,,8,11.6,9.4
2020-01-28,10,광주시,태양광,8.453466,5.8,,0.1,88,0,0.64,,8,15.3,8.7
2020-01-28,11,광주시,태양광,12.775358,7.3,,1.4,81,0,0.97,,8,17.3,9.3
2020-01-28,12,광주시,태양광,25.251804,8.7,,0.5,67,0.9,1.66,,7,18.7,14
2020-01-28,13,광주시,태양광,28.917194,10.1,,0.8,65,0.9,2.02,,6,15.1,10.4
2020-01-28,14,광주시,태양광,31.77471,12,,1.7,60,1,2.29,,4,12.6,8.8
2020-01-28,15,광주시,태양광,28.141279,12.2,,1.5,54,1,1.9,,5,12.8,8.4
2020-01-28,16,광주시,태양광,12.626817,11.5,,2.3,59,0.7,1.18,,8,11.8,6.9
2020-01-28,17,광주시,태양광,2.871888,10.6,,2.2,67,0,0.34,,9,10.6,5.7
2020-01-28,18,광주시,태양광,1.620664,10.2,,1.9,69,0,0.08,,9,13.3,7.2
2020-01-28,19,광주시,태양광,2.40116,9.5,,1.4,77,,,,0,13.4,7.9
2020-01-29,7,광주시,태양광,0,5.8,,0.4,95,,,,10,20.9,19.7
2020-01-29,8,광주시,태양광,0.007139,5.8,,0.7,94,0,0.06,,10,22.8,19.3
2020-01-29,9,광주시,태양광,1.563868,6.4,,0,94,0,0.24,,10,25.9,21
2020-01-29,10,광주시,태양광,6.08309,7.3,,0.7,89,0,0.64,,10,31.7,21.8
2020-01-29,11,광주시,태양광,8.397538,7.8,,0.4,85,0,0.69,,10,33.9,23.2
2020-01-29,12,광주시,태양광,6.950261,8.1,,1.1,84,0,0.58,,10,27.4,21.1
2020-01-29,13,광주시,태양광,7.356991,8.4,,1.6,90,0,0.75,,10,28.7,20.8
2020-01-29,14,광주시,태양광,7.514004,8.5,,0.4,87,0,0.59,,10,28.9,22.6
2020-01-29,15,광주시,태양광,5.835563,8.4,0,1.2,79,0,0.49,,10,29.1,21.2
2020-01-29,16,광주시,태양광,4.348212,8.1,,1.2,75,0,0.4,,10,24.6,20.2
2020-01-29,17,광주시,태양광,2.824072,7.7,,1.7,74,0,0.19,,10,20.3,16
2020-01-29,18,광주시,태양광,1.240795,7.2,,0.9,75,0,0.09,,10,18.1,12.9
2020-01-29,19,광주시,태양광,1.1114,6.7,,0.8,75,,,,9,20.4,12.4
2020-01-30,7,광주시,태양광,0,4.7,,1.2,82,,,,6,21,12.8
2020-01-30,8,광주시,태양광,0.056149,4.3,,0.9,87,0,0.08,,7,28.4,17.9
2020-01-30,9,광주시,태양광,2.934161,5.3,,0.5,81,0.4,0.43,,7,33.1,21.3
2020-01-30,10,광주시,태양광,9.674587,6.6,,0.8,75,0.7,0.93,,7,39,23.2
2020-01-30,11,광주시,태양광,13.432186,6.8,,1.2,71,0.1,0.95,,5,40,26.1
2020-01-30,12,광주시,태양광,18.27011,7.9,,1.3,62,0.5,1.22,,7,42.8,30
2020-01-30,13,광주시,태양광,22.030145,9.1,,2,56,0.7,1.88,,7,37.6,25.3
2020-01-30,14,광주시,태양광,23.352156,8.5,,2.3,53,0.6,1.64,,9,30.1,18.6
2020-01-30,15,광주시,태양광,23.790406,8.9,,2,53,0.3,1.2,,8,29.4,19.4
2020-01-30,16,광주시,태양광,19.383811,9.4,,1.9,53,1,1.61,,7,26.8,17.6
2020-01-30,17,광주시,태양광,8.531402,8,,1.7,62,1,0.85,,4,38.6,26.6
2020-01-30,18,광주시,태양광,2.424087,6,,1.7,73,0.4,0.23,,3,50.6,37.2
2020-01-30,19,광주시,태양광,2.39966,5.3,,1.3,73,,,,2,54.9,42.7
2020-01-31,7,광주시,태양광,0,3.5,,0.5,95,,,,8,46.9,39.2
2020-01-31,8,광주시,태양광,0.007604,4.1,,0.5,93,0,0.06,,8,48.1,40.6
2020-01-31,9,광주시,태양광,1.220096,4.5,,0.6,91,0,0.19,,8,49.9,41.7
2020-01-31,10,광주시,태양광,6.268486,5,,0.8,83,0,0.39,,8,49.2,39.1
2020-01-31,11,광주시,태양광,12.346216,5.9,,0.8,68,0,0.59,,8,44,34.3
2020-01-31,12,광주시,태양광,14.616366,6.3,,1.7,50,0.1,1.06,,8,31.3,21.2
2020-01-31,13,광주시,태양광,15.459688,7.3,,2.1,47,0.5,1.82,,7,28.8,18.3
2020-01-31,14,광주시,태양광,17.268446,7,,3.1,44,0.3,1.33,,7,24.7,16.2
2020-01-31,15,광주시,태양광,19.525972,6.9,,1.8,46,0.4,1.48,,7,27,17.6
2020-01-31,16,광주시,태양광,20.490994,6.6,,1.9,48,0.4,0.99,,6,26.7,18.2
2020-01-31,17,광주시,태양광,8.056722,5.3,,2.1,52,0.4,0.59,,6,27.6,18.6
2020-01-31,18,광주시,태양광,3.058535,4.3,,2.4,55,0.5,0.23,,6,29.3,19.6
2020-01-31,19,광주시,태양광,1.953048,3.6,,2.2,58,,,,0,33,21.9
2020-02-01,7,광주시,태양광,0,-0.9,,0,91,,,,0,33.3,21.6
2020-02-01,8,광주시,태양광,0.135553,-1,,0.6,90,0,0.08,,0,38.4,30.7
2020-02-01,9,광주시,태양광,2.226415,0.2,,0.1,88,0.1,0.27,,5,41.7,30.9
2020-02-01,10,광주시,태양광,4.840148,1.2,,0.4,81,0,0.46,,8,46.9,34.4
2020-02-01,11,광주시,태양광,13.906197,2.8,,0.7,74,0.3,1.03,,6,49.4,36.7
2020-02-01,12,광주시,태양광,25.399409,5.7,,0.7,63,1,1.83,,3,54.2,40.6
2020-02-01,13,광주시,태양광,27.869306,7.1,,0.7,58,1,2.04,,4,52.6,38
2020-02-01,14,광주시,태양광,19.147214,7.3,,0.6,59,0.5,1.45,,7,53.2,37.4
2020-02-01,15,광주시,태양광,16.356666,8.4,,0.5,55,0.4,1.12,,7,65.9,50.3
2020-02-01,16,광주시,태양광,10.205519,8.7,,1.7,52,0.6,0.82,,7,75.3,62.8
2020-02-01,17,광주시,태양광,6.051886,7.9,,1.7,58,0.3,0.43,,6,79.9,66.3
2020-02-01,18,광주시,태양광,2.668906,7.3,,0.8,62,0.1,0.16,,3,74,61
2020-02-01,19,광주시,태양광,2.2103,6.9,,1.2,66,0,0,,2,70.6,57.9
2020-02-02,7,광주시,태양광,0,0.8,,0.1,92,,,,6,66.8,53.7
2020-02-02,8,광주시,태양광,0.131866,0.7,,0.9,91,0,0.09,,5,66.7,55
2020-02-02,9,광주시,태양광,4.972191,2.3,,0,84,0.7,0.5,,3,67,54.9
2020-02-02,10,광주시,태양광,15.125457,3.4,,1.2,77,1,1.02,,2,67.7,52.3
2020-02-02,11,광주시,태양광,22.181428,4.3,,1,62,1,1.47,,3,66.6,54
2020-02-02,12,광주시,태양광,25.458566,5.4,,1.4,57,1,1.85,,8,58.9,43.7
2020-02-02,13,광주시,태양광,23.291899,6.7,,1.4,54,1,1.77,,6,49.6,36.1
2020-02-02,14,광주시,태양광,27.604104,8.4,,2.2,47,1,1.84,,5,45,33.9
2020-02-02,15,광주시,태양광,27.667057,8.3,,1.3,44,1,1.8,,3,42.4,31.3
2020-02-02,16,광주시,태양광,23.300317,8.5,,1.3,38,1,1.48,,0,42.3,31.7
2020-02-02,17,광주시,태양광,11.997722,8.1,,1,41,1,0.86,,0,38.9,29
2020-02-02,18,광주시,태양광,3.500842,6.2,,1.5,49,0.6,0.24,,0,37.9,27.7
2020-02-02,19,광주시,태양광,2.447932,4.5,,1,55,0,0.04,,0,43.7,33.4
2020-02-03,7,광주시,태양광,0,0.7,,0.3,88,,,,9,39.8,32.2
2020-02-03,8,광주시,태양광,0.00072,1.1,,0.7,90,0,0.06,,9,41.3,34.4
2020-02-03,9,광주시,태양광,0.784212,1.8,0,0.2,88,0,0.15,,10,45.2,35.4
2020-02-03,10,광주시,태양광,8.534508,3.3,,1.3,83,0.2,0.69,,9,47.2,38
2020-02-03,11,광주시,태양광,17.116415,3.7,,2.6,67,0.5,1.23,,8,43.8,31.1
2020-02-03,12,광주시,태양광,24.624013,4.6,,1.8,49,0.8,1.91,,6,28.9,21
2020-02-03,13,광주시,태양광,17.328403,5.1,,2.3,48,0.5,1.62,,8,22.3,16
2020-02-03,14,광주시,태양광,20.69889,5.7,,2.7,45,0.6,1.64,,7,18.8,14.7
2020-02-03,15,광주시,태양광,24.446724,6.2,,2,42,0.9,2,,7,19.9,14.2
2020-02-03,16,광주시,태양광,20.774723,5.8,,3.1,40,1,1.72,,4,21.3,14.7
2020-02-03,17,광주시,태양광,10.540105,4.7,,1.7,41,1,0.96,,2,24.7,18.9
2020-02-03,18,광주시,태양광,3.351766,3,,1.6,53,0.5,0.25,,0,28.2,19.9
2020-02-03,19,광주시,태양광,2.414688,2.2,,1.5,54,0,0.05,,0,29.9,23.4
2020-02-04,7,광주시,태양광,0,-3,,2,72,,,,0,21.9,15
2020-02-04,8,광주시,태양광,0.22694,-2.6,,2.4,71,0,0.08,,0,23.7,15.4
2020-02-04,9,광주시,태양광,6.688332,-0.5,,2.1,55,0.9,0.57,,0,27.2,17.1
2020-02-04,10,광주시,태양광,20.528491,0.9,,2.4,51,1,1.33,,0,30.8,18.9
2020-02-04,11,광주시,태양광,29.586352,2.4,,2,48,1,1.92,,0,24.1,14.1
2020-02-04,12,광주시,태양광,35.08896,4.1,,1.6,45,1,2.32,,0,19.8,11.2
2020-02-04,13,광주시,태양광,37.443662,5.2,,1.2,32,1,2.51,,0,19.4,11.4
2020-02-04,14,광주시,태양광,37.507476,6.8,,1.5,26,1,2.45,,0,15.9,9.2
2020-02-04,15,광주시,태양광,33.082164,7.6,,1.9,21,1,2.09,,0,11.3,6.6
2020-02-04,16,광주시,태양광,24.631382,8,,1.6,24,1,1.58,,0,15.1,9.7
2020-02-04,17,광주시,태양광,12.158706,6.7,,1.7,26,1,0.87,,0,27,18
2020-02-04,18,광주시,태양광,3.615274,5.5,,1.2,31,0.7,0.25,,0,40.4,28.7
2020-02-04,19,광주시,태양광,2.453944,4.5,,1.1,38,0,0.04,,0,39.8,28.1
2020-02-05,7,광주시,태양광,0,-2.7,,2.8,48,,,,0,21.8,10.4
2020-02-05,8,광주시,태양광,0.183489,-3.1,,2.4,44,0,0.08,,0,22.4,9.2
2020-02-05,9,광주시,태양광,5.824941,-2.6,,4.5,30,0.9,0.6,,0,20.9,9.6
2020-02-05,10,광주시,태양광,19.783136,-2,,3.3,25,1,1.36,,0,17.9,6.4
2020-02-05,11,광주시,태양광,30.984445,-1,,1.7,24,1,1.97,,0,15.3,5.4
2020-02-05,12,광주시,태양광,37.297186,-0.7,,3.1,22,1,2.41,,0,13.4,7
2020-02-05,13,광주시,태양광,40.044898,0.1,,2.7,26,1,2.6,,0,13,5.8
2020-02-05,14,광주시,태양광,40.418714,0.7,,2.9,28,1,2.53,,0,13.4,5
2020-02-05,15,광주시,태양광,36.46914,0.8,,3.6,27,1,2.22,,0,14.4,5.3
2020-02-05,16,광주시,태양광,28.522955,0.4,,2.6,30,1,1.7,,0,14.6,6
2020-02-05,17,광주시,태양광,14.892016,-0.3,,2.5,32,1,1.02,,0,15.2,6
2020-02-05,18,광주시,태양광,4.205954,-1.9,,2.3,38,0.9,0.33,,0,16.2,6
2020-02-05,19,광주시,태양광,2.350432,-2.9,,1.4,47,0,0.05,,0,13.8,6.4
2020-02-06,7,광주시,태양광,0.00048,-6.9,,3.3,58,,,,0,19.1,10.2
2020-02-06,8,광주시,태양광,0.278056,-6.8,,2.2,54,0,0.09,,0,20.4,10.8
2020-02-06,9,광주시,태양광,6.766404,-5.2,,2,45,0.9,0.6,,0,22.6,13.2
2020-02-06,10,광주시,태양광,20.61204,-3.3,,2.3,34,1,1.32,,0,26,15.7
2020-02-06,11,광주시,태양광,27.970797,-1.9,,2.1,25,1,1.87,,0,23.9,12.8
2020-02-06,12,광주시,태양광,30.102626,-0.3,,1.3,19,1,2.04,,0,17.6,9
2020-02-06,13,광주시,태양광,30.320482,0.8,,1.3,18,1,2.08,,8,15.2,7.8
2020-02-06,14,광주시,태양광,23.751866,2,,1.2,14,0.6,1.7,,9,15.2,7.4
2020-02-06,15,광주시,태양광,21.413697,2.7,,0.8,12,0.8,1.48,,10,15.7,7.8
2020-02-06,16,광주시,태양광,14.873241,2.1,,1,13,0.5,1.04,,10,13.8,7.3
2020-02-06,17,광주시,태양광,7.037694,1.4,,1.2,17,0,0.53,,10,17.2,8.6
2020-02-06,18,광주시,태양광,3.111533,0.2,,1.1,19,0,0.19,,10,16.7,9.9
2020-02-06,19,광주시,태양광,2.259908,-0.6,,0.4,22,0,0.05,,10,17.3,9.2
2020-02-07,7,광주시,태양광,0,-3.4,,0.1,49,,,,0,27.1,19.3
2020-02-07,8,광주시,태양광,0.105773,-3.4,,0.3,47,0,0.08,,0,29.6,19.2
2020-02-07,9,광주시,태양광,5.493619,-2.1,,0.5,43,0.8,0.51,,0,37.1,22.7
2020-02-07,10,광주시,태양광,15.585476,-0.3,,0.6,39,1,1.12,,0,47.8,29.9
2020-02-07,11,광주시,태양광,22.98867,2,,0.9,26,1,1.64,,4,43.4,27.4
2020-02-07,12,광주시,태양광,28.373495,3.1,,1.6,20,1,1.91,,6,38.7,23.3
2020-02-07,13,광주시,태양광,29.050207,4.7,,1.4,19,1,2.13,,7,26.1,14.6
2020-02-07,14,광주시,태양광,26.201722,4.9,,1.9,24,1,1.76,,7,25.4,14.4
2020-02-07,15,광주시,태양광,25.441619,4.8,,2.1,33,1,1.6,,8,30.1,17.4
2020-02-07,16,광주시,태양광,17.805701,4,,2.1,40,1,1.24,,8,38.6,23
2020-02-07,17,광주시,태양광,9.274752,3.7,,1.4,47,0.4,0.68,,10,39.8,25.8
2020-02-07,18,광주시,태양광,3.179581,3.2,,2.8,52,0,0.2,,9,33,21.6
2020-02-07,19,광주시,태양광,2.318472,3.1,,1.8,54,0,0.05,,9,29.8,21
2020-02-08,7,광주시,태양광,0,2.1,,1.3,70,,,,9,37.9,30.4
2020-02-08,8,광주시,태양광,0.003392,2.3,,0.1,71,0,0.06,,8,41.8,32.6
2020-02-08,9,광주시,태양광,1.437324,3.3,,1.4,72,0,0.18,,8,45.7,34.9
2020-02-08,10,광주시,태양광,5.800325,3.9,,2.7,65,0,0.57,,8,52.8,38.7
2020-02-08,11,광주시,태양광,8.716954,4.4,,1.8,58,0.5,1.14,,7,54,40.7
2020-02-08,12,광주시,태양광,13.292509,4.6,,3.1,54,0.2,1.08,,8,52.8,39.4
2020-02-08,13,광주시,태양광,23.901846,5.8,,3.8,48,0.5,1.66,,6,51.1,39.2
2020-02-08,14,광주시,태양광,31.289045,5.7,,2.6,36,0.9,2.34,,2,48.4,37.2
2020-02-08,15,광주시,태양광,33.113816,6.4,,3,30,1,2.21,,0,40.3,27.6
2020-02-08,16,광주시,태양광,25.987678,5.8,,2.6,30,1,1.69,,0,34.1,21.9
2020-02-08,17,광주시,태양광,14.413313,5.3,,2.1,35,1,1,,0,30.9,20.6
2020-02-08,18,광주시,태양광,4.466809,3.7,,2.4,35,0.9,0.34,,0,28.7,19.2
2020-02-08,19,광주시,태양광,2.341516,2.6,,1.5,41,0,0.05,,0,26.2,18.7
2020-02-09,7,광주시,태양광,0,0.2,,1.5,55,,,,10,24.8,16.1
2020-02-09,8,광주시,태양광,0.304656,-0.2,,0.7,58,0,0.09,,2,27,18.1
2020-02-09,9,광주시,태양광,6.687088,0.9,,0.8,56,0.9,0.61,,0,27,17.9
2020-02-09,10,광주시,태양광,20.000655,2.6,,2.2,48,1,1.32,,0,29.4,19.7
2020-02-09,11,광주시,태양광,28.501555,3.8,,0.9,47,1,1.93,,0,30.1,20.8
2020-02-09,12,광주시,태양광,33.708241,5.1,,1.4,43,1,2.33,,0,26.9,16.2
2020-02-09,13,광주시,태양광,35.660471,6.1,,2.8,39,1,2.23,,0,27.2,17.7
2020-02-09,14,광주시,태양광,35.19086,7.2,,2.4,36,1,2.38,,0,25.3,16.6
2020-02-09,15,광주시,태양광,30.695552,6.8,,1.8,35,1,2.26,,0,26.3,18.2
2020-02-09,16,광주시,태양광,23.875749,6.3,,2.3,35,1,1.71,,0,25.6,17.6
2020-02-09,17,광주시,태양광,13.88564,5.6,,2.1,41,1,1.01,,0,24.7,17.6
2020-02-09,18,광주시,태양광,4.419635,4.1,,1.9,47,0.9,0.3,,0,26.2,17.9
2020-02-09,19,광주시,태양광,2.370052,3.2,,1,55,0,0.05,,0,27.7,18.1
2020-02-10,7,광주시,태양광,0,0.4,,0,78,,,,7,38.2,30.8
2020-02-10,8,광주시,태양광,0.172353,0.4,,0,80,0,0.09,,9,39.3,31.1
2020-02-10,9,광주시,태양광,4.210783,1.3,,0.6,75,0,0.39,,5,45.1,34.7
2020-02-10,10,광주시,태양광,11.726877,2.7,,0.1,69,0.3,0.94,,2,51.6,36.9
2020-02-10,11,광주시,태양광,19.856104,5.8,,0.9,63,1,1.53,,0,61.4,42.3
2020-02-10,12,광주시,태양광,26.833692,8.3,,1.4,58,1,1.99,,0,72.9,47.4
2020-02-10,13,광주시,태양광,30.947244,10.2,,1.9,57,1,2.28,,0,85,56.8
2020-02-10,14,광주시,태양광,30.482684,12.1,,1.1,46,1,2.1,,0,86.8,65.4
2020-02-10,15,광주시,태양광,28.441645,12.7,,1.7,35,1,1.95,,0,69.7,56.2
2020-02-10,16,광주시,태양광,23.291094,13.2,,1,28,1,1.55,,0,67,55.7
2020-02-10,17,광주시,태양광,13.337195,12.3,,0.9,24,1,0.91,,0,57.6,46.1
2020-02-10,18,광주시,태양광,4.449512,10.8,,1.2,32,0.8,0.31,,0,51.6,39.8
2020-02-10,19,광주시,태양광,2.302035,9.6,,1,31,0,0.04,,0,51,38.2
2020-02-11,7,광주시,태양광,0,-0.2,,1.2,71,,,,2,43.3,34
2020-02-11,8,광주시,태양광,0.188516,0.3,,0.1,69,0,0.09,,0,48,35.4
2020-02-11,9,광주시,태양광,7.515165,2.6,,0.3,61,1,0.68,,7,50.9,36.9
2020-02-11,10,광주시,태양광,18.770438,5.4,,0.9,50,1,1.29,,5,66.7,42.7
2020-02-11,11,광주시,태양광,22.963553,8.5,,0.7,42,1,1.74,,7,73.9,47
2020-02-11,12,광주시,태양광,23.170833,10.1,,1,35,1,1.69,,7,73.6,47
2020-02-11,13,광주시,태양광,23.979491,12.3,,1.1,32,0.7,1.77,,8,66.3,45
2020-02-11,14,광주시,태양광,24.260082,13.6,,2.7,32,0.8,1.77,,7,51.9,35.4
2020-02-11,15,광주시,태양광,18.756718,14,,4.1,33,0.4,1.42,,8,44.6,30.4
2020-02-11,16,광주시,태양광,11.826344,13.5,,1.6,39,0.1,0.93,,10,45.8,32.7
2020-02-11,17,광주시,태양광,4.810811,12.6,,2.1,45,0,0.4,,10,46.6,33.9
2020-02-11,18,광주시,태양광,2.16825,11.9,,2.2,50,0,0.13,,10,54.7,40.8
2020-02-11,19,광주시,태양광,2.270492,11.4,,1.9,54,0,0.05,,10,60.8,44.8
2020-02-12,7,광주시,태양광,0,9.7,,0.1,98,,,,10,32,23.6
2020-02-12,8,광주시,태양광,0.000072,9.8,,1.1,98,0,0.06,,10,27.9,21.4
2020-02-12,9,광주시,태양광,0.154108,10.3,4.4,1.2,98,0,0.11,,10,20.8,15.4
2020-02-12,10,광주시,태양광,1.322736,10.6,,0.7,98,0,0.19,,10,14.9,11.4
2020-02-12,11,광주시,태양광,1.947275,11.2,,1,98,0,0.25,,10,12.1,9.4
2020-02-12,12,광주시,태양광,2.608226,11.3,1.2,0,98,0,0.31,,10,16.6,10.4
2020-02-12,13,광주시,태양광,3.111801,11.5,,0.1,98,0,0.34,,10,15.9,10.1
2020-02-12,14,광주시,태양광,1.92852,11.6,,0,98,0,0.22,,10,14.3,9.1
2020-02-12,15,광주시,태양광,1.689321,11.6,1.1,1.2,99,0,0.2,,10,14.9,8.8
2020-02-12,16,광주시,태양광,1.349614,10.8,,4.6,99,0,0.17,,10,15.3,10.4
2020-02-12,17,광주시,태양광,1.335801,10,,4.3,98,0,0.16,,9,12.9,8.2
2020-02-12,18,광주시,태양광,0.258284,9.6,0.1,1.6,97,0,0.09,,9,13.1,9.9
2020-02-12,19,광주시,태양광,0.18876,9.5,,2.2,94,0,0.06,,9,14.3,10
2020-02-13,7,광주시,태양광,0,7.5,,0.6,98,,,,9,25.1,19
2020-02-13,8,광주시,태양광,0.049306,7.7,,0.8,98,0,0.08,,9,27.9,21
2020-02-13,9,광주시,태양광,2.063067,8,,1.2,97,0,0.18,,9,25.7,17.9
2020-02-13,10,광주시,태양광,4.784545,8.3,,0.4,96,0,0.31,,9,25.3,13.3
2020-02-13,11,광주시,태양광,7.04331,9.1,,0.5,93,0,0.64,,9,21.1,15.8
2020-02-13,12,광주시,태양광,6.899905,9.6,,0.5,91,0,0.58,,9,23.1,17.8
2020-02-13,13,광주시,태양광,9.193338,9.9,,0.7,86,0,0.63,,9,22,11.4
2020-02-13,14,광주시,태양광,10.350983,10.2,,1.4,85,0,0.57,,9,20.7,12.3
